vertical,horizontal
-93.27582877964147,11.02841648258925
-98.0397957355595,35.30868029117386
-84.89653177715377,10.896416198474867
-198.13295084231237,41.61186051450579
-206.21437518392545,-26.523121196582508
63.54877891418755,-9.01342813927431
-12.315113220779836,-16.026579178482336
-120.2680266708785,-19.97054885686248
183.2348693353785,13.917978449163911
-21.425223623521447,75.98235480442787
-78.24624207436148,64.82667816648825
-31.618418998267828,0.10118918693819978
-92.08935960513014,38.78699159098977
-205.20087540249062,-0.2599901476639275
118.99146186841591,14.26983687447671
114.87187565475557,-4.9276493934083305
43.3764151835195,-43.244617923692005
170.04201288966823,-6.311722757491054
93.15092322672933,55.92928751308466
43.200695411817094,3.2057967689486304
49.593763991331514,-78.68194097875201
-33.35915150050732,-2.316144549725095
-53.39384620140527,22.614562973275838
-57.27102121731809,-6.338921579003568
-10.91292472282322,-43.46141113570181
-26.020567638912723,22.632504732962616
-58.1558881091205,-0.9443689508120201
9.299548925599993,26.341595235455827
-52.4866790350423,11.943500331260793
-123.68487041956615,2.8237812306426804
49.19012909355229,-4.0324818140308025
-106.56813334580988,41.319717956839895
-118.68996807231042,-61.70471365078774
104.41917704168486,20.343476113107442
5.737452212764708,14.272082934362004
-10.745988779994889,-1.2906204020658834
-25.633077873392438,-39.377830448705254
-50.85665817957573,1.7145245326770464
18.47768013107708,15.848553772153934
1.4096479858834527,-3.2200925631682935
59.25232543206846,27.315663430673794
20.687841036305542,25.716617600825884
-4.702199668883793,-4.007510191519202
136.21117061211095,-6.409498189008843
-72.70998512450393,60.59632286283676
-110.32127333206711,-23.49252900259512
224.68664152835828,-25.661990093169777
-32.36986917372616,-29.327022677730668
-118.97081482563874,16.821623841991425
-77.01923354113023,-9.570288510512796
-116.57335338752944,-58.89199414099741
-154.2065106436531,35.399645691086675
93.91017848818495,2.6811184200624325
21.657606329407656,20.497638189290456
-241.34816294261466,-8.500467384971216
178.5008989769829,-10.890483799860135
-25.02979742139263,19.478727855389764
-111.43534374555071,24.127765014985926
209.68136138202198,3.233452615163401
57.52215838812782,-5.6102492688995085
33.27477078200263,-22.730595621628026
58.98763183028427,-26.378854663921516
-13.922632411629138,-9.399260091630424
-147.39299312982394,0.7423218051029039
99.23807409163248,-44.9298490477228
51.41735092137054,63.4940017422237
-43.702693772929706,1.7981744953161751
-44.33477394756102,7.471437287433105
-45.781425179839516,-6.784780296378017
-89.75434939764102,-18.821187240534925
-19.896295204137004,-1.1776457571063474
-47.90288310452439,28.29659102502569
-13.969012734272098,-0.436374764033701
-8.82825771163482,51.98830038907897
-19.285979923681452,-52.443306878782636
62.68903878163661,-6.088314233079188
-4.648945055160198,17.957748295801025
174.27884747841955,-55.897752345702145
-213.1000295210033,28.112760255350338
-58.719696929806446,9.342416287031597
-93.35149824704047,26.228316847020437
142.02218488601142,12.888636440245023
-2.9468205553516214,-2.5917045580280273
-36.44189193013864,26.922809796863078
152.21461023174237,-38.721155535016806
-30.899822510317733,11.00968502092428
93.77584271747884,-43.91183188452615
13.251975018278358,-18.715408735599226
-14.740232789876927,-5.449038427771825
2.387560112512517,5.74126073842416
4.132446437530859,-3.270937052945385
-30.559125108051433,12.854743120138721
-55.76716002878078,-10.080825458502602
-79.59007290395516,34.23268532040578
-47.19603054304491,20.723155095700236
-64.92811745825884,-17.831647064956144
-185.39470885908815,16.328895183292445
46.810501438412814,-22.331198359413463
