vertical,horizontal
27.105493198929082,20.854877616874603
-21.691842219026,39.282690338858345
-54.788488728509094,7.665261182493623
119.31164357860638,-40.4718654270813
-2.5568770552509363,-6.098647620159625
-45.564017987848274,-5.646970926159781
-21.931152138288155,54.541401595721595
-89.90132067290821,-4.1474895133135306
-125.50421703433605,-4.952382858289866
-115.76403486075114,-27.62610272387343
-129.34373479165376,3.763556002644634
204.31434594937247,-5.0839024247331395
135.31713334678483,-47.544836190484034
-56.77020780881202,-26.488390226307615
63.74565480801374,61.77063015369049
-5.881269614219036,-10.947549395778879
-10.570259214835119,-30.493444589014132
-3.782643554098968,7.987507325963804
532.6812493962705,-3.5946677600596217
-58.45056241002936,-22.537505489161617
-144.13215642296734,-23.682549199041546
167.83626180495156,2.7032557317633064
85.18450008410628,4.496254353480481
-117.02748663050755,65.55812384420523
68.99254179044908,-29.720787899794175
-7.241308558597666,-16.38401606138109
-211.7426505406974,-11.62779013992639
148.71299609751776,13.24167919628593
73.60394089694609,-67.87767270432124
-10.088626582343863,-5.2213574444127175
75.35504759783612,30.990987923459784
-67.27254370046137,-26.111763782780088
-129.14400910868977,-52.83572333458062
156.43036356926962,66.51491280043132
13.139268340190483,-47.659133449252465
-29.00022157371859,-4.220481915131813
39.7343279486883,4.85836208136385
47.88268363466756,-33.567259370287445
-145.3249841313546,16.86041044847906
-49.13070834990373,-11.386610734054955
-87.45363882321669,-36.27071819715229
131.48195837668493,-40.72444346538606
32.29795537033334,53.49443757384404
-175.53788771890154,-20.713077625850758
-10.29645202435745,13.993953274359399
-133.6375045417561,-22.512649245338707
-171.44425332560266,5.67534875306734
212.76011371524572,17.37529199308085
-19.769545411470347,-8.162419228593194
137.71266223858152,30.28640345317268
41.29556866133436,9.933551060886202
-11.436851694971892,-7.297457380829314
43.775395333671895,10.98185859166665
-35.095938426253724,32.73934500630969
-74.7748660284069,10.663578843463426
81.52191085684706,-7.823294383097448
47.888185517614545,39.38037436746055
-41.746313634324736,-32.36128994561034
216.7210209788728,30.63143226487057
-57.02690293312298,-9.483721939317832
-182.09422050256717,-37.77750918412312
132.89193339193764,-37.814247466508505
36.80697522712222,-74.90631666534978
-160.06521261896503,-45.08758995477467
-9.777868096605175,-7.141527168728942
-24.269339980525217,69.75974818906934
-178.47130799318538,54.350014357193004
44.67358609021176,27.807453493286232
48.79445708144834,-9.170598081074502
-26.33183397242601,43.437070685559206
72.53742445413639,-36.471703180250756
-17.637850806258086,-8.27284958238721
-188.93158745441423,-48.913785147782505
-13.46362577991431,-2.643282438649919
-54.62663300817064,76.75822038767876
-199.22650603334412,20.01061386040476
125.43390458046031,22.160985266455725
36.686639361583445,3.169646958047963
28.81732788166346,-7.517087808784083
141.74179313517163,55.62182385659935
102.92586679347943,-53.660987231287095
-34.290403613480805,-9.580788150278806
265.97127859052597,20.469082577313145
67.89300971227414,-42.57215755167954
-94.49489003090304,47.436264264876456
90.96462461985601,-22.279423709660648
-14.62322608177243,32.70729329620178
-12.806805659636268,2.497014206175095
-19.130503755871075,-3.1769786909461573
-148.95227173057174,3.943292384081076
25.248415858457577,-13.741159478085649
-34.51605337600063,6.010441709068459
168.71507229050434,-38.405387340681955
147.3545412416908,12.184860959523803
-51.35793798352893,-55.853005490569785
84.58304144169534,37.366206493772665
-47.4662127116614,-10.314040298629152
-82.0763677582965,-11.30855453285136
63.591756179680715,-42.40761623939221
36.61487547770764,-16.144502032873845
-92.54471062436332,57.40155294060321
-38.97504861649918,1.797675220267081
-63.15218784758616,0.19074277927967387
311.5970212636757,-11.143903545135117
-18.782343394297072,70.74433135838797
-58.82703114822391,-0.14095400010717185
-11.803573720498719,2.964510691996338
-10.751542810258172,-5.016933715577238
-121.92924951102825,-52.765126562820456
-13.343463914993436,30.38339403696392
-9.171168729328485,-5.326290353911645
-34.07626698517305,-4.459422664390445
152.7517402009192,35.13182079634163
7.4081317621729,-2.50676795533019
-26.49090626541846,-12.239435423914529
